student_id,school_id,socioeconomic_status_index,retained,dropout_reason,persona_id,persona,academic_risk_index,barrier_burden_index,economic_instability_index,health_burden_index,support_coverage_score
559,44,3,1,,0,Academic Strugglers,7.715471122734336,,0.3724465728516703,11,1.5
560,20,5,1,,2,Health-Constrained,1.9150931173195023,0.8174289424121024,0.19821881438479338,54,0.5
561,20,4,1,,1,Stable Achievers,0.951190541616709,0.9213900622926933,0.2706742458057566,22,1.5
562,36,1,1,,0,Academic Strugglers,-0.8377444984050457,2.138115192253288,0.5195475877716806,14,1.0
563,43,4,1,,1,Stable Achievers,1.3274243275802804,1.6453647145983368,0.3427379535849491,4,0.0
564,9,3,1,,0,Academic Strugglers,0.5647727402689275,2.039056036062076,0.4073197401345704,4,0.0
565,21,4,1,,1,Stable Achievers,0.8575871973426844,0.6321354453835575,0.35613384049434216,3,2.0
566,6,2,1,,0,Academic Strugglers,1.7643466423319363,,0.4626456637914051,4,
567,33,5,1,,1,Stable Achievers,2.6198172056733804,0.9259911878261775,0.285698544863375,4,1.5
568,33,3,1,,1,Stable Achievers,0.3767451238587598,1.082493207880305,0.33998274194214195,8,1.0
569,7,1,1,,2,Health-Constrained,1.80926885787488,1.5141801884607773,0.5649505124879037,24,1.5
570,42,2,1,,0,Academic Strugglers,2.0340895834355224,1.4688849470981529,0.4825092031176888,0,1.5
571,47,1,1,,0,Academic Strugglers,6.839346132817438,2.5504594641202187,0.5493621727203153,2,1.0
572,42,1,1,,0,Academic Strugglers,6.635760083554185,2.1719973554074956,0.5700000000000001,6,1.0
573,38,1,1,,2,Health-Constrained,3.491215992785196,,0.4800433439508974,20,2.5
574,35,1,1,,0,Academic Strugglers,1.0729895663499245,2.5606509517304206,0.5700000000000001,20,2.0
575,14,4,0,household_pressure,1,Stable Achievers,0.3917564473202005,0.9899753299033002,0.3370048151582776,7,2.5
576,47,3,1,,2,Health-Constrained,0.1280118407413085,1.323349162481854,0.4389881844084613,36,1.5
577,15,2,1,,0,Academic Strugglers,4.877707809585744,2.5347728284809206,0.4605485688028902,16,2.0
578,25,3,1,,2,Health-Constrained,4.655658291525821,1.2965995204928829,0.37959354208894813,18,1.5
579,34,5,1,,1,Stable Achievers,2.941751865254319,0.44247366665971294,0.29727561152556803,0,3.0
580,37,2,1,,0,Academic Strugglers,2.661951410781549,,0.4632009879119648,7,2.0
581,16,2,1,,0,Academic Strugglers,4.81608868303757,,0.52,5,
582,20,1,0,academic_performance,2,Health-Constrained,10.90900647200951,,0.4786096238208295,39,
583,23,1,1,,0,Academic Strugglers,0.2989284860948977,2.099509906296886,0.5130614463526144,6,0.0
584,17,1,1,,0,Academic Strugglers,3.6482664330911287,2.553115900290652,0.5588922902083255,10,0.0
585,16,3,1,,2,Health-Constrained,3.063151216362357,0.8581903938460131,0.3810809133749653,36,2.0
586,43,3,1,,0,Academic Strugglers,7.498277223319235,2.1133127792408426,0.42739261362055925,4,0.0
587,12,3,1,,2,Health-Constrained,3.8240435699592368,1.836280955465992,0.4448770503189031,48,1.0
588,21,4,1,,1,Stable Achievers,1.3556116999676446,1.1645669205251692,0.3652125991314157,22,1.5
589,8,1,1,,2,Health-Constrained,0.5801032424766781,1.7942916858486913,0.48522340472680503,42,2.5
590,36,3,1,,1,Stable Achievers,1.0059123340637577,0.8575024716833588,0.3409759806296563,3,2.0
591,38,5,1,,1,Stable Achievers,0.3511639524408925,0.9656157221754267,0.2333250345625723,36,1.5
592,24,3,1,,0,Academic Strugglers,3.2597787042323416,1.6868242749752973,0.3860479055712384,6,1.5
593,3,4,1,,1,Stable Achievers,2.0739066650645874,,0.2773977988791484,6,
594,6,3,1,,2,Health-Constrained,2.587594354032169,1.4510237860273514,0.38906978277453363,36,0.5
595,12,1,1,,0,Academic Strugglers,1.2442771059426465,,0.5060029188596225,12,0.0
596,6,5,1,,1,Stable Achievers,2.923704511408612,0.39484579905794304,0.2272776029200913,22,2.0
597,11,2,1,,0,Academic Strugglers,5.7019194758925345,,0.49164771764245313,7,
598,24,1,1,,2,Health-Constrained,2.5761751073134342,2.351939731890676,0.5193247187674694,45,1.0
599,28,3,1,,1,Stable Achievers,4.644184828297922,1.309932208092965,,5,2.5
600,34,1,1,,0,Academic Strugglers,2.2999297574012534,2.657367568924534,0.5693231341980791,5,2.0
601,44,2,1,,0,Academic Strugglers,4.39017116001418,,0.4154596149025816,6,
602,35,3,1,,0,Academic Strugglers,1.2160108569641994,1.7694046851225331,0.42109548847289624,3,0.0
603,23,1,0,academic_performance,0,Academic Strugglers,7.1772900270632,1.8572506796067267,0.5685528081816744,16,2.0
604,16,4,1,,1,Stable Achievers,1.5214372981325701,1.1413380486499638,0.33374401672204723,18,2.0
605,41,1,1,,2,Health-Constrained,4.813948631636516,1.5752333995203576,0.5188945983734744,22,0.5
606,1,3,1,,0,Academic Strugglers,6.0737646332897075,2.3807323096323345,0.3417462143093574,6,1.0
607,35,3,1,,2,Health-Constrained,1.4405401964902647,1.699949459546254,0.396271408706958,18,1.0
608,26,2,0,academic_performance,0,Academic Strugglers,6.334721662314935,1.562661900111769,0.4002422429551974,6,1.5
609,24,5,1,,1,Stable Achievers,0.3693901425542274,1.2561890031512448,0.23397810821308718,4,0.0
610,9,4,1,,1,Stable Achievers,5.115817350338078,,0.3051880907075676,6,
611,14,3,1,,1,Stable Achievers,0.7459638934556363,1.00608087227672,0.34504064952201796,3,2.0
612,16,3,1,,1,Stable Achievers,0.0647941005057521,1.796700841066543,0.4584817399838668,7,2.0
613,2,4,1,,1,Stable Achievers,2.616556358076296,0.9109521945563226,0.2788431158073591,20,1.5
614,27,1,0,financial_instability,0,Academic Strugglers,2.7125108456242653,1.367554133524235,0.5700000000000001,5,1.0
615,27,4,1,,1,Stable Achievers,-0.5190909571843342,1.6360740097191386,0.27961549719345313,20,2.0
616,19,2,1,,0,Academic Strugglers,3.7850973370238945,1.878345852402522,0.417577666258006,3,1.0
617,43,1,0,health_related,2,Health-Constrained,2.4048837532903975,2.6392069994352005,0.5039301081066361,45,1.0
618,22,2,1,,0,Academic Strugglers,7.075598949860848,1.5584115318194753,0.5119343121414623,2,1.5
619,4,2,1,,0,Academic Strugglers,1.8559956386135585,2.007225082039191,0.4968531145892101,14,1.5
620,3,5,1,,1,Stable Achievers,0.8965360633663875,0.9383921952701579,0.21250516613190878,8,1.5
621,18,2,1,,2,Health-Constrained,1.5360333965341724,1.887616885655254,0.41676981164872773,21,1.0
622,9,2,1,,0,Academic Strugglers,2.090659668924368,0.9187190778977287,0.48195915515510124,10,3.0
623,41,4,1,,2,Health-Constrained,4.769721874310578,1.6672269408570504,0.33921778402671443,28,
624,40,4,1,,1,Stable Achievers,2.13317981061574,1.1527464514396992,0.27506496081638987,7,0.5
625,46,2,1,,0,Academic Strugglers,5.096864919281899,2.1367958686681137,0.4864011608319509,5,1.0
626,25,4,1,,1,Stable Achievers,1.7872823895131336,1.496899784308308,0.3679217889547368,3,0.5
627,23,1,1,,0,Academic Strugglers,3.305776806310957,1.4374964098518546,0.5556313793413972,5,2.0
628,42,4,1,,1,Stable Achievers,1.0522614195732298,,0.2624125986452369,3,1.5
629,30,1,0,academic_performance,0,Academic Strugglers,8.920964617863884,1.903537541872366,,3,1.5
630,41,1,0,academic_performance,0,Academic Strugglers,8.794635460978114,2.4508684576245763,,2,1.0
631,10,5,1,,1,Stable Achievers,1.0822607365769892,1.118725077593095,0.2167186368864374,3,1.5
632,10,5,1,,1,Stable Achievers,-1.1176562086725332,,0.2357630233972453,7,2.5
633,3,3,1,,1,Stable Achievers,1.2967068961977068,0.7143305221871443,0.4214697634671962,4,
634,19,2,0,other,0,Academic Strugglers,2.9357466732830586,1.5905062502188367,0.43477520659133173,6,1.5
635,38,4,1,,2,Health-Constrained,5.218968546672018,1.4401859439438223,0.37324262702953526,16,1.0
636,25,2,1,,2,Health-Constrained,2.1231770519591553,2.4875468062740227,0.4746303932799743,45,1.0
637,26,3,1,,0,Academic Strugglers,4.132527340387013,,0.4118229419510637,6,
638,5,1,1,,0,Academic Strugglers,6.0667428141736846,2.27198134976828,0.5272277120521209,6,1.0
639,6,3,1,,2,Health-Constrained,0.7459684429839522,1.9098234408457948,0.36512847537947835,20,0.0
640,5,1,1,,0,Academic Strugglers,3.699826178790573,2.5,0.5353580462170484,4,1.5
641,18,2,1,,0,Academic Strugglers,5.322423895427404,,0.47411207513463643,3,
642,40,1,1,,0,Academic Strugglers,3.4270164080548584,2.727777969530999,0.5700000000000001,5,2.0
643,35,4,1,,0,Academic Strugglers,4.260426798908103,1.6943132294740457,0.3721789298873496,2,1.0
644,39,3,1,,1,Stable Achievers,0.466104734752399,1.9253388863490244,0.3548789728562487,7,1.0
645,14,4,1,,1,Stable Achievers,0.0752217474152021,0.4476443392098483,0.2636884702987621,39,2.0
646,19,4,1,,1,Stable Achievers,4.776131483527664,0.5257056951040122,0.2927346768754659,7,1.0
647,46,1,0,academic_performance,0,Academic Strugglers,9.763711927806344,,0.5101531162476739,16,0.5
648,34,5,1,,2,Health-Constrained,0.45427639506485484,,0.2075300206059581,51,
649,33,4,1,,1,Stable Achievers,1.2599407486978313,1.6305414033585421,0.263227868596813,5,0.5
650,25,2,1,,2,Health-Constrained,2.3033569231255946,1.8577529390926748,0.42063074845030035,36,1.0
651,5,3,1,,1,Stable Achievers,-0.6895007299916452,2.3791786605813847,0.4044865154769427,7,1.0
652,36,1,1,,0,Academic Strugglers,3.2550065284321814,2.3454503302688305,0.5632106370046019,5,1.0
653,18,1,0,academic_performance,0,Academic Strugglers,5.456003480706876,2.217426472641268,0.5214832743987512,4,2.0
654,15,2,1,,2,Health-Constrained,5.2426525261054255,,0.5174003886952823,22,
655,35,3,1,,1,Stable Achievers,1.0059703480618014,2.073756329858225,0.38770530349635934,6,1.5
656,23,1,1,,0,Academic Strugglers,4.252383609845146,2.7289890213114756,0.5423691511876877,20,1.0
657,8,5,1,,1,Stable Achievers,1.131334838846548,0.3779457352824731,0.23462078542644133,7,2.0
658,42,5,1,,1,Stable Achievers,-0.3815944844960542,1.031892707426193,0.2590857656757422,2,1.5
659,19,2,1,,2,Health-Constrained,4.697486992956301,,0.4519272371598537,24,1.0
660,39,4,1,,1,Stable Achievers,2.9427009006850797,0.968642509393647,0.3053239767002926,14,1.5
661,20,3,1,,1,Stable Achievers,0.9896524191445863,0.847604089918727,0.36530486014211805,4,2.0
662,15,1,1,,0,Academic Strugglers,4.570351567148665,2.404956976058614,0.48788273999282794,3,1.0
663,38,3,1,,1,Stable Achievers,1.0915044586780756,0.8301574658447884,0.4130495077270051,5,
664,42,1,1,,0,Academic Strugglers,2.1720631320288515,2.120681254574717,0.5390282385553302,5,1.5
665,15,3,1,,0,Academic Strugglers,6.086653103338155,1.176203532996018,0.3571064854564812,5,1.5
666,19,4,1,,1,Stable Achievers,5.724257005954316,1.054317944128641,0.3781422840128307,14,0.5
667,26,1,1,,0,Academic Strugglers,1.9354268083806687,2.882475577485522,0.5700000000000001,2,1.0
668,33,1,0,academic_performance,0,Academic Strugglers,6.354058983134214,,0.5151922285856365,3,1.0
669,24,2,1,,0,Academic Strugglers,3.6040457974406013,2.3745985111884482,0.52,9,2.0
670,34,1,1,,0,Academic Strugglers,1.9900748455694681,2.6640633833743275,,5,2.0
671,39,1,1,,0,Academic Strugglers,2.0698600505254756,2.2821208248501774,0.4777462528553253,5,1.0
672,19,4,1,,1,Stable Achievers,1.4549656971769727,1.2464254256760183,0.3483741895864322,4,1.5
673,40,1,1,,0,Academic Strugglers,1.3249682384545143,2.2049182992103686,0.547614262123862,4,
674,39,4,1,,2,Health-Constrained,0.24561436878674558,1.8175016724397808,,33,1.0
675,46,2,1,,0,Academic Strugglers,0.7700009214700099,2.2508460779450843,0.4480510040089938,2,2.0
676,22,2,1,,2,Health-Constrained,4.785511094296293,,0.52,51,
677,40,4,1,,1,Stable Achievers,0.4543638141359621,,0.35903295215045716,6,
678,46,5,1,,1,Stable Achievers,0.0663619657983833,0.48907865581563276,0.215212245132685,3,2.0
679,45,2,1,,0,Academic Strugglers,0.2553674804407997,1.069651773327299,0.5045276730171556,7,2.0
680,45,2,1,,0,Academic Strugglers,1.9181544894626392,2.646464815781571,0.4829987218361304,5,
681,19,3,1,,0,Academic Strugglers,1.9955195994332078,,0.3746363101587642,7,1.0
682,43,1,1,,0,Academic Strugglers,1.0178129951404318,,0.4896611025456057,4,
683,21,1,1,,0,Academic Strugglers,1.0027784556142565,2.09960236719377,0.5180340012235912,9,1.0
684,43,1,1,,2,Health-Constrained,4.503869874672011,2.147125426294372,0.5700000000000001,57,0.0
685,39,2,1,,2,Health-Constrained,0.9928909867938879,1.3853848261138113,0.4889048973700279,36,1.0
686,7,3,1,,1,Stable Achievers,0.1905187804011614,1.7691387439783157,0.34201545441785675,9,1.0
687,7,3,0,other,2,Health-Constrained,4.246112659542609,1.0416114134145047,0.340333007526231,75,2.0
688,31,5,1,,1,Stable Achievers,-0.4149522561748502,0.8746066441735789,0.2438654477093164,9,1.5
689,12,2,1,,2,Health-Constrained,2.9523327161554613,0.8735729394060652,0.415552128234077,22,2.0
690,35,4,1,,1,Stable Achievers,6.991390494974317,0.5289349736536421,0.3042977917184304,7,2.0
691,37,3,1,,1,Stable Achievers,3.212783199012021,1.0240753852426874,0.35191316528303185,16,2.0
692,25,5,1,,1,Stable Achievers,0.9709113883035448,1.2193782187149556,0.21207740963301908,4,1.0
693,37,5,1,,1,Stable Achievers,-0.8033660087331816,1.0806074286705507,0.2942401099850711,5,0.5
694,25,2,1,,0,Academic Strugglers,3.674765457140684,,0.4800596650217377,1,0.0
695,27,2,0,financial_instability,0,Academic Strugglers,2.924747681860943,,,5,2.0
696,10,4,0,commute_distance,1,Stable Achievers,2.1647188823958827,0.6496725796659553,0.29458080150678523,3,3.0
697,28,1,1,,0,Academic Strugglers,0.1735360357418051,,0.4871347056682551,0,0.0
698,8,4,1,,1,Stable Achievers,0.7403911727221614,0.6079649770025203,0.2875184317112181,3,1.0
699,30,4,1,,1,Stable Achievers,3.5061971940961234,0.5030567753031723,0.2826621345290287,10,
700,37,4,1,,1,Stable Achievers,1.5605628266268696,1.41718286490226,0.35933005525869677,2,2.0
701,37,1,1,,2,Health-Constrained,2.774853132998979,1.805627074854562,0.5700000000000001,24,2.5
702,8,3,1,,1,Stable Achievers,2.601137447371107,1.7372347260591972,0.38265330781109574,3,1.0
703,38,2,1,,0,Academic Strugglers,4.314808794611729,2.271187439137522,,5,1.0
704,35,1,1,,0,Academic Strugglers,2.4342761273820646,2.2973956709686907,0.5700000000000001,7,1.0
705,7,4,1,,1,Stable Achievers,1.9326969914275258,1.3179385067910134,0.33496347622775624,4,0.5
706,4,2,1,,0,Academic Strugglers,5.50935328686251,1.3919482472872593,0.47649027087187174,6,2.5
707,31,3,1,,0,Academic Strugglers,3.14628113210712,1.1621391155806466,0.4574484499038177,5,1.5
708,20,2,1,,1,Stable Achievers,4.217814525828145,0.9118252596828894,0.4009563988353732,5,3.0
709,24,2,0,other,2,Health-Constrained,-0.0817831657590392,1.8270500177713251,0.4237302441974803,54,1.0
710,2,4,1,,1,Stable Achievers,5.567369155190324,0.9396435484683038,,6,1.5
711,12,4,1,,1,Stable Achievers,0.5352737465755071,0.6467696375739179,0.37894066910862434,4,1.0
712,32,1,0,commute_distance,0,Academic Strugglers,3.115653400822053,3.0,0.5700000000000001,3,1.0
713,30,3,1,,0,Academic Strugglers,0.85526974754269,1.9266808245512386,0.4476797368238609,4,1.0
714,14,1,0,household_pressure,0,Academic Strugglers,5.749601381621018,2.7789304045627468,0.5404202470905288,7,1.0
715,17,1,1,,0,Academic Strugglers,2.0168777990961275,,0.5700000000000001,20,1.0
716,22,1,1,,0,Academic Strugglers,2.152382852495716,2.4439392069155645,0.5081542075857819,4,1.0
717,16,4,1,,1,Stable Achievers,-0.13866941832834,0.526436666903468,0.2891869178574501,8,3.0
718,14,4,1,,1,Stable Achievers,0.2663459719833165,1.0600592206972488,0.3470548874922901,6,1.5
719,15,2,1,,2,Health-Constrained,-0.1980043053083928,,0.43318410182193834,20,
720,25,1,1,,0,Academic Strugglers,2.789835857008434,2.3725280070189543,0.5264124697266749,3,1.0
721,27,1,1,,0,Academic Strugglers,4.346957658806845,2.721730780108727,,6,1.0
722,31,1,1,,0,Academic Strugglers,2.3539523101445003,2.1667077065912976,0.5084943733190025,3,
723,12,5,1,,1,Stable Achievers,-0.5571033298360123,0.7358817200283883,0.2995347449551512,12,2.0
724,8,2,1,,0,Academic Strugglers,1.3717454136913374,2.272630747607106,0.4401818308412333,6,0.0
725,15,1,1,,0,Academic Strugglers,0.357394078517126,2.166017882571718,0.5056684264062639,7,
726,37,5,1,,1,Stable Achievers,-0.7513705481635993,1.7687157065736039,0.21671535223839428,3,2.0
727,40,5,1,,1,Stable Achievers,1.5028480247452358,0.32445938032942256,0.2615779279175705,2,2.0
728,37,2,0,financial_instability,0,Academic Strugglers,3.718058767257945,2.0075635415350397,0.52,4,0.0
729,19,2,1,,0,Academic Strugglers,2.9110457888172836,,0.5003856501354443,5,1.5
730,45,1,0,commute_distance,0,Academic Strugglers,1.282810121491664,1.989283475537766,0.501957505653036,16,2.0
731,27,3,1,,2,Health-Constrained,4.604623252326812,1.206876308058637,0.3649469720025432,69,0.5
732,18,1,0,household_pressure,0,Academic Strugglers,5.9406161391115475,1.838158902014206,0.5700000000000001,6,1.5
733,28,1,1,,2,Health-Constrained,1.8345891327573134,2.7402047024012477,0.4738971118571524,45,1.0
734,42,5,1,,1,Stable Achievers,-0.2765275134250101,0.9007431124951011,0.269446157074834,7,2.5
735,21,1,1,,0,Academic Strugglers,1.9537254157277586,,0.5122049292394864,4,
736,5,1,1,,0,Academic Strugglers,5.65426233886431,2.4851084875313356,0.5043158894480846,4,1.0
737,15,1,1,,0,Academic Strugglers,2.196850015857044,2.318133307158159,0.5700000000000001,6,0.0
738,47,1,1,,0,Academic Strugglers,5.997720852572263,,0.4979410176628978,16,1.0
739,22,1,1,,0,Academic Strugglers,1.873845929356924,1.7389861226667476,0.5700000000000001,4,1.0
740,10,5,1,,1,Stable Achievers,-0.9214458148749188,1.3367821183669883,0.2526050611968855,7,2.0
741,42,5,1,,1,Stable Achievers,0.4742054775846223,0.3396925770819681,0.19294381816027611,7,3.0
742,18,5,1,,1,Stable Achievers,-0.8615208880336827,0.42374769037836646,0.2745095489976193,39,2.0
743,16,2,1,,0,Academic Strugglers,0.7556231179372604,2.0881721440553944,0.4856869535099064,2,
744,5,5,1,,1,Stable Achievers,0.6608884540650889,0.7604002216872938,,22,1.5
745,45,5,1,,1,Stable Achievers,-0.3654832165203011,0.2617134685500071,0.20286136502764968,16,3.0
746,40,2,1,,0,Academic Strugglers,3.230741157077282,1.2584751389418738,0.4142747593431786,6,1.0
747,19,3,1,,0,Academic Strugglers,6.388546176988896,1.7275040888740687,0.4283051498189625,2,
748,23,3,1,,2,Health-Constrained,2.8475633959138786,1.5272762339578245,0.4022486445556157,48,1.5
749,12,1,1,,0,Academic Strugglers,0.915010451236741,2.128802281408838,0.4792991517011457,3,2.0
750,46,4,1,,0,Academic Strugglers,8.7616236590057,1.5183988612735253,0.36729016227940936,4,1.0
751,44,3,1,,0,Academic Strugglers,3.7834237078837147,1.9113322719800179,,2,1.0
752,7,2,0,health_related,2,Health-Constrained,-0.8001832845896375,1.9298886227081455,0.52,51,0.0
753,12,4,1,,1,Stable Achievers,2.314111272417021,1.081404689517555,0.36672799701584025,8,2.5
754,42,2,1,,0,Academic Strugglers,1.4310610751236599,2.26349294035958,0.4927062398359047,14,1.0
755,11,1,1,,2,Health-Constrained,2.6677436741044316,2.199099195968774,0.5061577475120389,51,
756,17,2,0,other,1,Stable Achievers,1.8548337411986742,1.3837504791882427,0.4108515229236495,4,1.5
757,39,1,1,,0,Academic Strugglers,6.557460869328713,2.515779485674761,0.5074703458507845,3,2.0
758,12,2,1,,0,Academic Strugglers,2.5955647532971113,2.190409309814579,0.4151607359777281,4,1.0
759,40,2,1,,0,Academic Strugglers,6.56432784236908,1.380064110690264,0.4501697576028571,3,1.5
760,31,1,1,,2,Health-Constrained,3.859888145277525,2.127459483980571,0.5075037346492202,24,1.0
761,9,1,1,,0,Academic Strugglers,6.188506808900826,,0.5344005226011458,6,1.0
762,2,1,1,,0,Academic Strugglers,3.818979121873647,3.0,0.5615059333499652,4,1.0
763,9,4,1,,1,Stable Achievers,1.906268770389698,,0.2891472396879619,5,
764,25,4,0,health_related,2,Health-Constrained,2.676503237594803,0.9349511760868613,0.329600299037626,45,2.0
765,46,2,1,,0,Academic Strugglers,3.2089722868681076,2.087556708563822,0.52,22,1.0
766,23,2,0,psychosocial,0,Academic Strugglers,4.372635969569638,2.26049237711649,0.4661455985735566,2,0.0
767,7,4,1,,1,Stable Achievers,0.8953336009404299,,0.2849260193748721,6,1.0
768,3,2,1,,0,Academic Strugglers,1.5203571525603365,,0.52,2,
769,9,3,1,,0,Academic Strugglers,3.000684611702244,1.6861359881373912,,1,1.0
770,21,4,1,,1,Stable Achievers,1.746538496227311,0.7757349974653225,0.3066756699182933,5,3.0
771,21,3,1,,1,Stable Achievers,1.8866140945202114,1.1457474344361414,0.38202238208000433,12,1.5
772,15,5,1,,2,Health-Constrained,2.1317021617357543,1.303675129958267,,51,1.0
773,30,1,0,academic_performance,0,Academic Strugglers,4.958606569018248,1.9700431472503626,0.4809690068379298,3,1.5
774,12,1,1,,2,Health-Constrained,5.1824081732751175,2.1563794190383225,,22,
775,12,5,1,,1,Stable Achievers,-0.5255005084325155,0.328119869088386,0.2640552011331665,6,2.0
776,44,3,1,,0,Academic Strugglers,1.8200370571216853,,0.4282861639783348,5,
777,26,2,1,,0,Academic Strugglers,2.6381439774237223,2.029571772149056,0.5028138298794194,18,1.0
778,29,5,1,,1,Stable Achievers,1.0376929606436722,0.7654789712110357,,22,1.5
779,27,5,1,,2,Health-Constrained,-0.3159302601363226,1.2510954027203278,0.20801507144477982,66,1.0
780,8,4,1,,0,Academic Strugglers,4.672841245349142,1.8727696326630734,0.3687087922454717,12,0.0
781,28,1,1,,0,Academic Strugglers,6.398166538953894,2.20680756383566,0.5136929595521772,2,1.0
782,36,2,1,,0,Academic Strugglers,3.132922894143185,1.4875365705138925,0.4914791144569265,3,1.5
783,2,4,1,,1,Stable Achievers,4.089753679721004,1.7544656650920465,0.3464433798543878,6,2.0
784,18,2,1,,0,Academic Strugglers,5.249279038871039,2.276025120046874,0.4071084419906227,4,1.0
785,14,3,1,,1,Stable Achievers,2.214588213882889,0.7474131198937474,0.441289151939242,5,
786,29,4,1,,1,Stable Achievers,4.0741617358617885,1.529606566364166,0.368552530423109,3,1.0
787,43,3,1,,0,Academic Strugglers,5.4723015745223424,1.7854734383202513,0.4545764362204969,5,0.0
788,18,2,0,financial_instability,0,Academic Strugglers,3.03429694917795,2.1498129785128057,0.52,4,1.0
789,4,3,1,,1,Stable Achievers,0.7549989324187024,1.7448251849197,0.33264504895417163,5,1.0
790,31,5,1,,1,Stable Achievers,-1.1906878925864786,0.5132604643399044,,48,1.0
791,15,2,0,health_related,2,Health-Constrained,6.005983893210354,1.529199484391611,0.52,51,1.5
792,33,2,0,academic_performance,0,Academic Strugglers,11.0,1.8844557870059302,0.52,20,1.0
793,7,3,1,,0,Academic Strugglers,4.9568370750556205,,0.4531315021754837,12,
794,14,1,1,,0,Academic Strugglers,3.906304602359339,2.09892861897579,0.5575946336516979,16,2.0
795,19,2,1,,0,Academic Strugglers,1.8506643656623825,2.0026166201660134,0.52,3,1.0
796,40,2,1,,0,Academic Strugglers,1.4026234240351203,2.065339896600635,0.4860200042539202,14,2.0
797,26,4,1,,1,Stable Achievers,-1.2611633858784637,0.5724295006255125,0.34255088056605487,10,2.0
798,30,4,1,,1,Stable Achievers,2.9271441472049538,0.9793188796624607,0.264338704258648,28,1.5
799,34,4,1,,1,Stable Achievers,-0.1379375407365853,1.8723145021197758,0.3568413883420104,6,0.0
800,29,1,0,health_related,2,Health-Constrained,3.390849718584538,2.229176258281913,0.5060900065666669,32,1.0
801,42,1,1,,0,Academic Strugglers,1.46857097900559,2.062160074960368,0.4778943125791605,2,0.0
802,11,5,1,,1,Stable Achievers,-1.221131846455529,0.29457219126444184,0.2775400520680775,8,1.0
803,30,3,0,academic_performance,1,Stable Achievers,3.4934786739499497,1.3035650121161366,0.34522943983928944,7,1.5
804,12,5,1,,1,Stable Achievers,-0.5736874063771361,0.548215376107188,0.22532254869572438,3,2.0
805,27,2,1,,0,Academic Strugglers,1.9721710032247466,2.219586146348492,,6,
806,19,1,1,,0,Academic Strugglers,5.840381605715459,2.065165455680393,0.5700000000000001,7,1.0
807,44,3,1,,1,Stable Achievers,1.159132149347108,1.8248364736050435,0.37936125136952104,1,2.0
808,2,1,1,,0,Academic Strugglers,3.2791312483875363,,0.47056583320335077,12,
809,26,2,1,,0,Academic Strugglers,2.2560090807639446,2.497016169853202,0.52,1,0.0
810,3,2,1,,2,Health-Constrained,4.158751931818616,1.3042492446537066,0.42848915123258113,39,2.0
811,18,4,1,,1,Stable Achievers,0.1533193089310613,1.2663424595681199,,6,1.5
812,32,3,1,,0,Academic Strugglers,1.9721676321460684,1.983516484573547,0.3858413801959606,2,0.0
813,12,3,1,,0,Academic Strugglers,5.231244130709468,1.7457906489026556,0.39539304439120404,7,1.0
814,15,2,1,,0,Academic Strugglers,5.09721302148706,2.1386588678224365,0.4803829024744473,7,2.5
815,32,5,1,,1,Stable Achievers,-0.7351626547720491,0.8658562991642007,,5,2.5
816,34,5,1,,1,Stable Achievers,-0.4098821300395949,,0.21498409386258033,7,0.5
817,31,3,0,academic_performance,2,Health-Constrained,7.688765490802386,,,18,1.0
818,4,3,1,,0,Academic Strugglers,-0.3353673460871438,,0.4462214347702036,0,1.5
819,16,1,1,,0,Academic Strugglers,3.4782934782939474,,0.5266171665211513,7,1.0
820,35,4,1,,1,Stable Achievers,2.2047711703177963,1.4464848642121155,0.3106550231688139,18,
821,41,3,1,,0,Academic Strugglers,3.7139655470114525,0.9793362847328617,0.44509905715892284,7,
822,11,1,0,household_pressure,0,Academic Strugglers,4.903885713488691,2.4168763639975364,0.5384469819015051,6,1.0
823,19,1,0,financial_instability,0,Academic Strugglers,4.059449040868495,,0.5700000000000001,18,
824,41,1,1,,0,Academic Strugglers,8.870133994764874,2.257147516003657,0.5654465246672278,6,2.0
825,6,2,0,academic_performance,0,Academic Strugglers,5.014871735908897,2.0620160626833686,0.513745845782233,16,2.0
826,43,3,1,,1,Stable Achievers,0.0739597630926763,1.2855853711649567,0.35136555892210264,24,3.0
827,18,1,1,,0,Academic Strugglers,5.769199261673,2.1715770470565565,0.5700000000000001,5,1.0
828,33,5,1,,1,Stable Achievers,4.936297018147189,0.295598770411733,0.21088803391343353,4,2.0
829,21,1,1,,0,Academic Strugglers,0.3072139641254974,2.3501517223162662,0.5676289729702737,4,1.0
830,19,1,1,,0,Academic Strugglers,2.9007257632070815,1.996683652400069,0.48757548471728873,7,2.5
831,18,4,1,,1,Stable Achievers,0.3431794891760633,1.2435187278144229,0.32030051370581347,10,
832,2,3,1,,2,Health-Constrained,8.473686675565691,1.9278615077983359,0.3702789335092012,36,1.0
833,43,4,1,,1,Stable Achievers,4.1781740456615735,1.64092783577986,0.3428039725556125,6,1.5
834,36,5,1,,1,Stable Achievers,2.438077896774163,0.3786134540997852,0.2570136369673698,14,2.0
835,44,5,1,,1,Stable Achievers,0.9383535291347412,0.45158614562096105,0.2957338503934947,3,2.0
836,27,3,1,,1,Stable Achievers,0.1933683680094389,0.6664767067753737,0.4284790559202376,4,3.0
837,46,3,1,,0,Academic Strugglers,2.5674274464928617,1.1570269251608725,0.4131874007739769,3,1.5
