student_id,school_id,persona,ses_quintile,dropout_risk,retained,match_rank,intervention_id,intervention,persona_priority,signal_boost,fit_score,priority_score,unit_cost_kes,sponsor_action,owner
296,18,Stable Achievers,4,0.285,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.484,3000,"Clubs, mentoring, competitions",School / alumni mentors
660,39,Stable Achievers,4,0.285,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.483,3000,"Clubs, mentoring, competitions",School / alumni mentors
864,4,Stable Achievers,5,0.284,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.482,3000,"Clubs, mentoring, competitions",School / alumni mentors
994,28,Stable Achievers,5,0.283,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.48,3000,"Clubs, mentoring, competitions",School / alumni mentors
146,37,Stable Achievers,4,0.283,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.479,3000,"Clubs, mentoring, competitions",School / alumni mentors
563,43,Stable Achievers,4,0.28,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.473,3000,"Clubs, mentoring, competitions",School / alumni mentors
798,30,Stable Achievers,4,0.28,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.472,3000,"Clubs, mentoring, competitions",School / alumni mentors
869,22,Stable Achievers,3,0.28,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.472,3000,"Clubs, mentoring, competitions",School / alumni mentors
278,17,Stable Achievers,5,0.279,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.47,3000,"Clubs, mentoring, competitions",School / alumni mentors
820,35,Stable Achievers,4,0.277,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.465,3000,"Clubs, mentoring, competitions",School / alumni mentors
277,44,Stable Achievers,3,0.275,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.46,3000,"Clubs, mentoring, competitions",School / alumni mentors
496,4,Stable Achievers,4,0.275,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.459,3000,"Clubs, mentoring, competitions",School / alumni mentors
550,21,Stable Achievers,4,0.275,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.459,3000,"Clubs, mentoring, competitions",School / alumni mentors
106,20,Stable Achievers,4,0.273,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.455,3000,"Clubs, mentoring, competitions",School / alumni mentors
565,21,Stable Achievers,4,0.273,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.454,3000,"Clubs, mentoring, competitions",School / alumni mentors
915,47,Stable Achievers,4,0.272,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.454,3000,"Clubs, mentoring, competitions",School / alumni mentors
930,11,Stable Achievers,4,0.273,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.454,3000,"Clubs, mentoring, competitions",School / alumni mentors
425,12,Stable Achievers,4,0.272,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.453,3000,"Clubs, mentoring, competitions",School / alumni mentors
624,40,Stable Achievers,4,0.272,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.452,3000,"Clubs, mentoring, competitions",School / alumni mentors
351,27,Stable Achievers,4,0.27,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.448,3000,"Clubs, mentoring, competitions",School / alumni mentors
367,7,Stable Achievers,4,0.269,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.446,3000,"Clubs, mentoring, competitions",School / alumni mentors
686,7,Stable Achievers,3,0.269,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.445,3000,"Clubs, mentoring, competitions",School / alumni mentors
44,21,Stable Achievers,3,0.268,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.443,3000,"Clubs, mentoring, competitions",School / alumni mentors
122,25,Stable Achievers,5,0.265,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.437,3000,"Clubs, mentoring, competitions",School / alumni mentors
789,4,Stable Achievers,3,0.265,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.436,3000,"Clubs, mentoring, competitions",School / alumni mentors
5,18,Stable Achievers,4,0.264,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.434,3000,"Clubs, mentoring, competitions",School / alumni mentors
862,29,Stable Achievers,4,0.261,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.427,3000,"Clubs, mentoring, competitions",School / alumni mentors
696,10,Stable Achievers,4,0.26,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.425,3000,"Clubs, mentoring, competitions",School / alumni mentors
700,37,Stable Achievers,4,0.26,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.425,3000,"Clubs, mentoring, competitions",School / alumni mentors
567,33,Stable Achievers,5,0.258,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.42,3000,"Clubs, mentoring, competitions",School / alumni mentors
357,15,Stable Achievers,3,0.258,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.419,3000,"Clubs, mentoring, competitions",School / alumni mentors
508,44,Stable Achievers,4,0.258,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.418,3000,"Clubs, mentoring, competitions",School / alumni mentors
855,34,Stable Achievers,4,0.257,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.418,3000,"Clubs, mentoring, competitions",School / alumni mentors
244,42,Stable Achievers,4,0.255,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.412,3000,"Clubs, mentoring, competitions",School / alumni mentors
613,2,Stable Achievers,4,0.255,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.411,3000,"Clubs, mentoring, competitions",School / alumni mentors
790,31,Stable Achievers,5,0.255,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.411,3000,"Clubs, mentoring, competitions",School / alumni mentors
976,24,Stable Achievers,4,0.253,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.408,3000,"Clubs, mentoring, competitions",School / alumni mentors
111,2,Stable Achievers,5,0.251,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.402,3000,"Clubs, mentoring, competitions",School / alumni mentors
301,3,Stable Achievers,4,0.251,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.402,3000,"Clubs, mentoring, competitions",School / alumni mentors
718,14,Stable Achievers,4,0.251,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.402,3000,"Clubs, mentoring, competitions",School / alumni mentors
461,31,Stable Achievers,5,0.25,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.399,3000,"Clubs, mentoring, competitions",School / alumni mentors
154,8,Stable Achievers,5,0.249,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.397,3000,"Clubs, mentoring, competitions",School / alumni mentors
304,15,Stable Achievers,5,0.248,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.396,3000,"Clubs, mentoring, competitions",School / alumni mentors
502,47,Stable Achievers,5,0.248,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.395,3000,"Clubs, mentoring, competitions",School / alumni mentors
975,12,Stable Achievers,5,0.248,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.394,3000,"Clubs, mentoring, competitions",School / alumni mentors
596,6,Stable Achievers,5,0.246,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.391,3000,"Clubs, mentoring, competitions",School / alumni mentors
30,25,Stable Achievers,5,0.245,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.387,3000,"Clubs, mentoring, competitions",School / alumni mentors
346,27,Stable Achievers,4,0.241,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.378,3000,"Clubs, mentoring, competitions",School / alumni mentors
393,19,Stable Achievers,4,0.241,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.378,3000,"Clubs, mentoring, competitions",School / alumni mentors
247,37,Stable Achievers,4,0.24,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.375,3000,"Clubs, mentoring, competitions",School / alumni mentors
767,7,Stable Achievers,4,0.238,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.372,3000,"Clubs, mentoring, competitions",School / alumni mentors
899,2,Stable Achievers,5,0.236,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.367,3000,"Clubs, mentoring, competitions",School / alumni mentors
797,26,Stable Achievers,4,0.236,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.366,3000,"Clubs, mentoring, competitions",School / alumni mentors
59,32,Stable Achievers,4,0.236,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.365,3000,"Clubs, mentoring, competitions",School / alumni mentors
902,46,Stable Achievers,5,0.236,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.365,3000,"Clubs, mentoring, competitions",School / alumni mentors
71,22,Stable Achievers,4,0.235,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.363,3000,"Clubs, mentoring, competitions",School / alumni mentors
246,17,Stable Achievers,4,0.234,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.362,3000,"Clubs, mentoring, competitions",School / alumni mentors
452,15,Stable Achievers,5,0.233,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.36,3000,"Clubs, mentoring, competitions",School / alumni mentors
834,36,Stable Achievers,5,0.233,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.36,3000,"Clubs, mentoring, competitions",School / alumni mentors
222,31,Stable Achievers,4,0.232,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.358,3000,"Clubs, mentoring, competitions",School / alumni mentors
197,47,Stable Achievers,5,0.231,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.354,3000,"Clubs, mentoring, competitions",School / alumni mentors
110,23,Stable Achievers,4,0.23,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.352,3000,"Clubs, mentoring, competitions",School / alumni mentors
835,44,Stable Achievers,5,0.228,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.347,3000,"Clubs, mentoring, competitions",School / alumni mentors
778,29,Stable Achievers,5,0.226,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.343,3000,"Clubs, mentoring, competitions",School / alumni mentors
857,3,Stable Achievers,5,0.226,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.341,3000,"Clubs, mentoring, competitions",School / alumni mentors
294,6,Stable Achievers,4,0.225,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.339,3000,"Clubs, mentoring, competitions",School / alumni mentors
521,3,Stable Achievers,5,0.224,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.339,3000,"Clubs, mentoring, competitions",School / alumni mentors
744,5,Stable Achievers,5,0.224,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.337,3000,"Clubs, mentoring, competitions",School / alumni mentors
974,1,Stable Achievers,4,0.224,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.337,3000,"Clubs, mentoring, competitions",School / alumni mentors
358,39,Stable Achievers,4,0.223,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.336,3000,"Clubs, mentoring, competitions",School / alumni mentors
370,13,Stable Achievers,4,0.221,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.331,3000,"Clubs, mentoring, competitions",School / alumni mentors
152,30,Stable Achievers,5,0.221,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.33,3000,"Clubs, mentoring, competitions",School / alumni mentors
693,37,Stable Achievers,5,0.218,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.324,3000,"Clubs, mentoring, competitions",School / alumni mentors
534,25,Stable Achievers,4,0.218,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.323,3000,"Clubs, mentoring, competitions",School / alumni mentors
698,8,Stable Achievers,4,0.218,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.322,3000,"Clubs, mentoring, competitions",School / alumni mentors
130,43,Stable Achievers,5,0.217,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.32,3000,"Clubs, mentoring, competitions",School / alumni mentors
998,6,Stable Achievers,5,0.216,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.318,3000,"Clubs, mentoring, competitions",School / alumni mentors
84,15,Stable Achievers,4,0.215,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.317,3000,"Clubs, mentoring, competitions",School / alumni mentors
866,4,Stable Achievers,5,0.215,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.317,3000,"Clubs, mentoring, competitions",School / alumni mentors
72,45,Stable Achievers,5,0.213,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.311,3000,"Clubs, mentoring, competitions",School / alumni mentors
114,28,Stable Achievers,5,0.213,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.311,3000,"Clubs, mentoring, competitions",School / alumni mentors
506,6,Stable Achievers,5,0.213,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.311,3000,"Clubs, mentoring, competitions",School / alumni mentors
628,42,Stable Achievers,4,0.213,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.31,3000,"Clubs, mentoring, competitions",School / alumni mentors
557,45,Stable Achievers,4,0.212,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.308,3000,"Clubs, mentoring, competitions",School / alumni mentors
742,18,Stable Achievers,5,0.208,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.3,3000,"Clubs, mentoring, competitions",School / alumni mentors
378,32,Stable Achievers,5,0.207,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.296,3000,"Clubs, mentoring, competitions",School / alumni mentors
561,20,Stable Achievers,4,0.205,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.293,3000,"Clubs, mentoring, competitions",School / alumni mentors
115,45,Stable Achievers,4,0.205,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.292,3000,"Clubs, mentoring, competitions",School / alumni mentors
875,1,Stable Achievers,4,0.202,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.286,3000,"Clubs, mentoring, competitions",School / alumni mentors
444,24,Stable Achievers,4,0.202,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.284,3000,"Clubs, mentoring, competitions",School / alumni mentors
129,9,Stable Achievers,5,0.2,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.28,3000,"Clubs, mentoring, competitions",School / alumni mentors
717,16,Stable Achievers,4,0.199,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.279,3000,"Clubs, mentoring, competitions",School / alumni mentors
541,5,Stable Achievers,4,0.198,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.276,3000,"Clubs, mentoring, competitions",School / alumni mentors
295,31,Stable Achievers,5,0.197,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.274,3000,"Clubs, mentoring, competitions",School / alumni mentors
475,36,Stable Achievers,5,0.196,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.271,3000,"Clubs, mentoring, competitions",School / alumni mentors
937,31,Stable Achievers,5,0.196,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.269,3000,"Clubs, mentoring, competitions",School / alumni mentors
815,32,Stable Achievers,5,0.193,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.264,3000,"Clubs, mentoring, competitions",School / alumni mentors
150,42,Stable Achievers,5,0.192,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.261,3000,"Clubs, mentoring, competitions",School / alumni mentors
104,18,Stable Achievers,5,0.192,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.26,3000,"Clubs, mentoring, competitions",School / alumni mentors
645,14,Stable Achievers,4,0.189,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.254,3000,"Clubs, mentoring, competitions",School / alumni mentors
727,40,Stable Achievers,5,0.188,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.252,3000,"Clubs, mentoring, competitions",School / alumni mentors
631,10,Stable Achievers,5,0.187,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.248,3000,"Clubs, mentoring, competitions",School / alumni mentors
221,2,Stable Achievers,4,0.186,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.247,3000,"Clubs, mentoring, competitions",School / alumni mentors
216,41,Stable Achievers,5,0.186,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.246,3000,"Clubs, mentoring, competitions",School / alumni mentors
477,34,Stable Achievers,5,0.184,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.241,3000,"Clubs, mentoring, competitions",School / alumni mentors
262,46,Stable Achievers,5,0.182,0,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.238,3000,"Clubs, mentoring, competitions",School / alumni mentors
878,20,Stable Achievers,4,0.182,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.238,3000,"Clubs, mentoring, competitions",School / alumni mentors
311,7,Stable Achievers,5,0.182,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.237,3000,"Clubs, mentoring, competitions",School / alumni mentors
205,38,Stable Achievers,5,0.18,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.232,3000,"Clubs, mentoring, competitions",School / alumni mentors
85,4,Stable Achievers,5,0.178,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.227,3000,"Clubs, mentoring, competitions",School / alumni mentors
658,42,Stable Achievers,5,0.174,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.217,3000,"Clubs, mentoring, competitions",School / alumni mentors
802,11,Stable Achievers,5,0.173,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.216,3000,"Clubs, mentoring, competitions",School / alumni mentors
620,3,Stable Achievers,5,0.171,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.211,3000,"Clubs, mentoring, competitions",School / alumni mentors
254,32,Stable Achievers,5,0.167,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.202,3000,"Clubs, mentoring, competitions",School / alumni mentors
632,10,Stable Achievers,5,0.168,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.202,3000,"Clubs, mentoring, competitions",School / alumni mentors
303,17,Stable Achievers,5,0.167,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.2,3000,"Clubs, mentoring, competitions",School / alumni mentors
775,12,Stable Achievers,5,0.161,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.187,3000,"Clubs, mentoring, competitions",School / alumni mentors
845,39,Stable Achievers,5,0.161,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.187,3000,"Clubs, mentoring, competitions",School / alumni mentors
740,10,Stable Achievers,5,0.157,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.178,3000,"Clubs, mentoring, competitions",School / alumni mentors
816,34,Stable Achievers,5,0.152,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.165,3000,"Clubs, mentoring, competitions",School / alumni mentors
476,32,Stable Achievers,5,0.148,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.155,3000,"Clubs, mentoring, competitions",School / alumni mentors
252,6,Stable Achievers,5,0.147,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.153,3000,"Clubs, mentoring, competitions",School / alumni mentors
991,4,Stable Achievers,5,0.147,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.153,3000,"Clubs, mentoring, competitions",School / alumni mentors
678,46,Stable Achievers,5,0.14,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.137,3000,"Clubs, mentoring, competitions",School / alumni mentors
487,14,Stable Achievers,5,0.136,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.127,3000,"Clubs, mentoring, competitions",School / alumni mentors
371,38,Stable Achievers,5,0.135,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.123,3000,"Clubs, mentoring, competitions",School / alumni mentors
609,24,Stable Achievers,5,0.135,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.123,3000,"Clubs, mentoring, competitions",School / alumni mentors
741,42,Stable Achievers,5,0.131,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.114,3000,"Clubs, mentoring, competitions",School / alumni mentors
881,21,Stable Achievers,5,0.12,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.088,3000,"Clubs, mentoring, competitions",School / alumni mentors
400,17,Stable Achievers,5,0.117,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.08,3000,"Clubs, mentoring, competitions",School / alumni mentors
745,45,Stable Achievers,5,0.112,1,1,enrichment,STEM Enrichment,3.0,0.0,3.0,2.07,3000,"Clubs, mentoring, competitions",School / alumni mentors
231,16,Academic Strugglers,1,0.834,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.337,15000,Pay term fees / bursary,Sponsor / Bursary fund
155,5,Health-Constrained,1,0.786,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.142,15000,Pay term fees / bursary,Sponsor / Bursary fund
603,23,Academic Strugglers,1,0.775,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.101,15000,Pay term fees / bursary,Sponsor / Bursary fund
838,4,Academic Strugglers,1,0.764,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.055,15000,Pay term fees / bursary,Sponsor / Bursary fund
843,5,Academic Strugglers,1,0.76,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.041,15000,Pay term fees / bursary,Sponsor / Bursary fund
432,14,Academic Strugglers,2,0.751,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,6.002,15000,Pay term fees / bursary,Sponsor / Bursary fund
939,8,Academic Strugglers,1,0.734,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.934,15000,Pay term fees / bursary,Sponsor / Bursary fund
896,11,Health-Constrained,1,0.728,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.914,15000,Pay term fees / bursary,Sponsor / Bursary fund
824,41,Academic Strugglers,1,0.727,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.907,15000,Pay term fees / bursary,Sponsor / Bursary fund
537,42,Health-Constrained,2,0.725,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.898,15000,Pay term fees / bursary,Sponsor / Bursary fund
792,33,Academic Strugglers,2,0.723,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.894,15000,Pay term fees / bursary,Sponsor / Bursary fund
415,20,Academic Strugglers,1,0.72,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.882,15000,Pay term fees / bursary,Sponsor / Bursary fund
647,46,Academic Strugglers,1,0.718,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.872,15000,Pay term fees / bursary,Sponsor / Bursary fund
513,2,Academic Strugglers,1,0.711,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.843,15000,Pay term fees / bursary,Sponsor / Bursary fund
193,4,Academic Strugglers,1,0.707,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.829,15000,Pay term fees / bursary,Sponsor / Bursary fund
714,14,Academic Strugglers,1,0.698,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.791,15000,Pay term fees / bursary,Sponsor / Bursary fund
225,27,Academic Strugglers,1,0.694,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.775,15000,Pay term fees / bursary,Sponsor / Bursary fund
361,23,Health-Constrained,2,0.691,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.765,15000,Pay term fees / bursary,Sponsor / Bursary fund
157,13,Health-Constrained,1,0.691,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.762,15000,Pay term fees / bursary,Sponsor / Bursary fund
571,47,Academic Strugglers,1,0.681,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.723,15000,Pay term fees / bursary,Sponsor / Bursary fund
986,36,Academic Strugglers,1,0.679,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.718,15000,Pay term fees / bursary,Sponsor / Bursary fund
344,16,Academic Strugglers,1,0.679,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.717,15000,Pay term fees / bursary,Sponsor / Bursary fund
142,27,Academic Strugglers,1,0.679,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.716,15000,Pay term fees / bursary,Sponsor / Bursary fund
274,34,Academic Strugglers,1,0.671,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.683,15000,Pay term fees / bursary,Sponsor / Bursary fund
435,19,Academic Strugglers,2,0.669,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.676,15000,Pay term fees / bursary,Sponsor / Bursary fund
388,28,Academic Strugglers,1,0.662,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.65,15000,Pay term fees / bursary,Sponsor / Bursary fund
273,34,Health-Constrained,1,0.659,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.635,15000,Pay term fees / bursary,Sponsor / Bursary fund
960,40,Academic Strugglers,1,0.654,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.616,15000,Pay term fees / bursary,Sponsor / Bursary fund
22,46,Health-Constrained,1,0.646,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.585,15000,Pay term fees / bursary,Sponsor / Bursary fund
572,42,Academic Strugglers,1,0.646,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.584,15000,Pay term fees / bursary,Sponsor / Bursary fund
732,18,Academic Strugglers,1,0.645,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.58,15000,Pay term fees / bursary,Sponsor / Bursary fund
103,2,Academic Strugglers,1,0.643,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.57,15000,Pay term fees / bursary,Sponsor / Bursary fund
228,7,Academic Strugglers,1,0.642,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.566,15000,Pay term fees / bursary,Sponsor / Bursary fund
34,22,Academic Strugglers,1,0.639,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.557,15000,Pay term fees / bursary,Sponsor / Bursary fund
436,44,Health-Constrained,2,0.637,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.55,15000,Pay term fees / bursary,Sponsor / Bursary fund
107,35,Health-Constrained,2,0.635,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.539,15000,Pay term fees / bursary,Sponsor / Bursary fund
684,43,Health-Constrained,1,0.634,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.535,15000,Pay term fees / bursary,Sponsor / Bursary fund
271,22,Health-Constrained,2,0.704,1,2,health_support,Health & Attendance,3.0,1.75,4.75,5.526,5000,Medical vouchers + attendance follow-up,School health partner
511,42,Health-Constrained,2,0.631,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.522,15000,Pay term fees / bursary,Sponsor / Bursary fund
539,3,Academic Strugglers,1,0.629,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.515,15000,Pay term fees / bursary,Sponsor / Bursary fund
814,15,Academic Strugglers,2,0.625,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.499,15000,Pay term fees / bursary,Sponsor / Bursary fund
551,27,Academic Strugglers,1,0.623,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.49,15000,Pay term fees / bursary,Sponsor / Bursary fund
791,15,Health-Constrained,2,0.62,0,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.481,15000,Pay term fees / bursary,Sponsor / Bursary fund
761,9,Academic Strugglers,1,0.62,1,2,school_fee_support,School Fee Support,2.0,3.0,5.0,5.48,15000,Pay term fees / bursary,Sponsor / Bursary fund
